Model,Train-R2,Test-R2,Train-RSS,Test-RSS,Train-MSE,Test-MSE,Train-RMSE,Test-RMSE
Multiple Linear Regression,0.6635,0.7212,488830769715838.7,103268906471984.92,1147490069755.4897,965129967027.8965,1071209.6292,982410.2845
